Date,Time,Open,High,Low,Close,Volume
20250601,22:45:00,1.13496,1.13565,1.13494,1.13547,586930000
20250601,23:00:00,1.13551,1.13594,1.13533,1.13572,1149900000
20250601,23:15:00,1.13570,1.13583,1.13552,1.13579,544830000
20250601,23:30:00,1.13582,1.13591,1.13561,1.13580,889020000
20250601,23:45:00,1.13581,1.13602,1.13506,1.13526,1140660000
20250602,00:00:00,1.13527,1.13705,1.13524,1.13702,2202500000
20250602,00:15:00,1.13702,1.13739,1.13687,1.13716,1479080000
20250602,00:30:00,1.13714,1.13725,1.13655,1.13668,1556980000
20250602,00:45:00,1.13668,1.13746,1.13643,1.13685,1816820000
20250602,01:00:00,1.13684,1.13744,1.13675,1.13716,1935510000
20250602,01:15:00,1.13718,1.13805,1.13701,1.13797,1976080000
20250602,01:30:00,1.13798,1.13819,1.13751,1.13779,1817450000
20250602,01:45:00,1.13783,1.13794,1.13697,1.13700,2488230000
20250602,02:00:00,1.13698,1.13734,1.13686,1.13688,1285860000
20250602,02:15:00,1.13690,1.13710,1.13654,1.13669,1463110000
20250602,02:30:00,1.13669,1.13731,1.13669,1.13699,989620000
20250602,02:45:00,1.13700,1.13706,1.13618,1.13642,969530000
20250602,03:00:00,1.13641,1.13656,1.13574,1.13585,875670000
20250602,03:15:00,1.13586,1.13633,1.13583,1.13583,707970000
20250602,03:30:00,1.13581,1.13583,1.13541,1.13573,970860000
20250602,03:45:00,1.13575,1.13618,1.13569,1.13616,857720000
20250602,04:00:00,1.13617,1.13636,1.13604,1.13610,791440000
20250602,04:15:00,1.13611,1.13646,1.13596,1.13640,888540000
20250602,04:30:00,1.13642,1.13644,1.13610,1.13628,983840000
20250602,04:45:00,1.13628,1.13666,1.13608,1.13654,1140300000
20250602,05:00:00,1.13655,1.13701,1.13635,1.13695,1259370000
20250602,05:15:00,1.13696,1.13725,1.13696,1.13720,1172700000
20250602,05:30:00,1.13719,1.13773,1.13695,1.13771,1616590000
20250602,05:45:00,1.13771,1.13803,1.13769,1.13792,2366100000
20250602,06:00:00,1.13793,1.13827,1.13782,1.13827,1944630000
20250602,06:15:00,1.13825,1.13916,1.13811,1.13906,1955150000
20250602,06:30:00,1.13909,1.14060,1.13907,1.14047,2050850000
20250602,06:45:00,1.14048,1.14067,1.13984,1.14012,1326520000
20250602,07:00:00,1.14011,1.14130,1.13985,1.14122,1749690000
20250602,07:15:00,1.14127,1.14199,1.14123,1.14168,1679520000
20250602,07:30:00,1.14170,1.14197,1.14130,1.14188,1256750000
20250602,07:45:00,1.14189,1.14367,1.14184,1.14236,2761440000
20250602,08:00:00,1.14237,1.14276,1.14189,1.14219,1858230000
20250602,08:15:00,1.14220,1.14270,1.14131,1.14153,1654750000
20250602,08:30:00,1.14156,1.14226,1.14127,1.14177,1724840000
20250602,08:45:00,1.14176,1.14226,1.14169,1.14200,1920360000
20250602,09:00:00,1.14200,1.14340,1.14191,1.14335,2017970000
20250602,09:15:00,1.14334,1.14368,1.14309,1.14324,1827690000
20250602,09:30:00,1.14325,1.14353,1.14274,1.14304,1646940000
20250602,09:45:00,1.14304,1.14326,1.14228,1.14231,1511040000
20250602,10:00:00,1.14233,1.14245,1.14181,1.14185,1347710000
20250602,10:15:00,1.14186,1.14280,1.14174,1.14216,1059590000
20250602,10:30:00,1.14215,1.14215,1.14130,1.14188,1188630000
20250602,10:45:00,1.14190,1.14221,1.14136,1.14151,1565160000
20250602,11:00:00,1.14152,1.14228,1.14134,1.14194,1623070000
20250602,11:15:00,1.14197,1.14263,1.14197,1.14226,1385470000
20250602,11:30:00,1.14227,1.14228,1.14105,1.14124,1337120000
20250602,11:45:00,1.14124,1.14168,1.14092,1.14141,1477780000
20250602,12:00:00,1.14140,1.14216,1.14111,1.14149,1538170000
20250602,12:15:00,1.14146,1.14216,1.14124,1.14205,1076430000
20250602,12:30:00,1.14206,1.14288,1.14206,1.14228,1649870000
20250602,12:45:00,1.14228,1.14240,1.14163,1.14181,1501310000
20250602,13:00:00,1.14182,1.14195,1.14115,1.14186,1518640000
20250602,13:15:00,1.14187,1.14196,1.14044,1.14088,1726230000
20250602,13:30:00,1.14091,1.14170,1.14042,1.14163,2168600000
20250602,13:45:00,1.14162,1.14228,1.14118,1.14191,2246360000
20250602,14:00:00,1.14202,1.14436,1.14202,1.14414,3117910000
20250602,14:15:00,1.14412,1.14460,1.14373,1.14432,2117350000
20250602,14:30:00,1.14432,1.14498,1.14379,1.14415,2232150000
20250602,14:45:00,1.14415,1.14417,1.14342,1.14347,1829110000
20250602,15:00:00,1.14347,1.14373,1.14295,1.14335,2067920000
20250602,15:15:00,1.14334,1.14385,1.14303,1.14329,2316050000
20250602,15:30:00,1.14330,1.14369,1.14250,1.14368,2755830000
20250602,15:45:00,1.14368,1.14369,1.14239,1.14304,1939300000
20250602,16:00:00,1.14305,1.14317,1.14224,1.14266,1547350000
20250602,16:15:00,1.14266,1.14285,1.14202,1.14213,1407150000
20250602,16:30:00,1.14213,1.14232,1.14116,1.14152,1817850000
20250602,16:45:00,1.14150,1.14191,1.14142,1.14184,1815210000
20250602,17:00:00,1.14183,1.14257,1.14159,1.14247,1763580000
20250602,17:15:00,1.14247,1.14255,1.14169,1.14180,1289270000
20250602,17:30:00,1.14180,1.14244,1.14171,1.14211,987450000
20250602,17:45:00,1.14213,1.14256,1.14209,1.14225,1201090000
20250602,18:00:00,1.14225,1.14244,1.14189,1.14232,1150350000
20250602,18:15:00,1.14234,1.14265,1.14212,1.14265,816820000
20250602,18:30:00,1.14266,1.14329,1.14244,1.14328,982360000
20250602,18:45:00,1.14327,1.14424,1.14323,1.14414,2063680000
20250602,19:00:00,1.14414,1.14422,1.14335,1.14374,2144620000
20250602,19:15:00,1.14373,1.14397,1.14344,1.14379,1396060000
20250602,19:30:00,1.14379,1.14432,1.14354,1.14418,1296400000
20250602,19:45:00,1.14419,1.14455,1.14411,1.14451,1860840000
20250602,20:00:00,1.14451,1.14451,1.14423,1.14446,835200000
20250602,20:15:00,1.14444,1.14463,1.14437,1.14453,466620000
20250602,20:30:00,1.14450,1.14450,1.14404,1.14407,559920000
20250602,20:45:00,1.14406,1.14436,1.14400,1.14419,923570000
20250602,21:00:00,1.14383,1.14402,1.14367,1.14385,319050000
20250602,21:15:00,1.14382,1.14405,1.14374,1.14399,302800000
20250602,21:30:00,1.14398,1.14415,1.14375,1.14377,769130000
20250602,21:45:00,1.14378,1.14408,1.14374,1.14386,1742100000
20250602,22:00:00,1.14398,1.14411,1.14377,1.14409,466460000
20250602,22:15:00,1.14410,1.14457,1.14408,1.14451,650560000
20250602,22:30:00,1.14451,1.14453,1.14422,1.14424,263430000
20250602,22:45:00,1.14425,1.14455,1.14417,1.14447,297300000
20250602,23:00:00,1.14448,1.14495,1.14446,1.14495,303940000
20250602,23:15:00,1.14493,1.14524,1.14485,1.14502,985720000
20250602,23:30:00,1.14503,1.14537,1.14499,1.14537,977460000
20250602,23:45:00,1.14535,1.14538,1.14514,1.14531,811640000
20250603,00:00:00,1.14530,1.14544,1.14435,1.14456,1589120000
20250603,00:15:00,1.14455,1.14462,1.14420,1.14438,1143890000
20250603,00:30:00,1.14442,1.14470,1.14414,1.14427,1223030000
20250603,00:45:00,1.14429,1.14462,1.14387,1.14432,1954580000
20250603,01:00:00,1.14430,1.14432,1.14338,1.14341,2715970000
20250603,01:15:00,1.14342,1.14343,1.14305,1.14318,1706630000
20250603,01:30:00,1.14321,1.14374,1.14279,1.14346,1815510000
20250603,01:45:00,1.14344,1.14344,1.14267,1.14277,2168500000
20250603,02:00:00,1.14276,1.14286,1.14225,1.14277,1888450000
20250603,02:15:00,1.14278,1.14304,1.14247,1.14281,1016350000
20250603,02:30:00,1.14281,1.14292,1.14186,1.14229,1172070000
20250603,02:45:00,1.14229,1.14270,1.14216,1.14255,1107860000
20250603,03:00:00,1.14253,1.14271,1.14230,1.14254,1193970000
20250603,03:15:00,1.14255,1.14268,1.14187,1.14194,1144550000
20250603,03:30:00,1.14194,1.14198,1.14163,1.14173,1208200000
20250603,03:45:00,1.14174,1.14201,1.14158,1.14196,1112920000
